Drug.Name	KE.ID	KE.name	KE.type	interact
Clotrimazole	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Etoposide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Pimozide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Diethylstilbestrol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
(4-Aminophenyl)arsonic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
5alpha-Dihydrotestosterone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Hydroxyprogesterone caproate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Spironolactone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Pyrazinamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Ifosfamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
5,6-Benzoflavone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Bexarotene	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Tetracycline	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Dehydroepiandrosterone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Kaempferol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Fluorometholone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Trilostane	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Dapsone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Estrone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Reserpine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Fumagillin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Triamcinolone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
dl-Norgestrel	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Resveratrol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Estradiol cypionate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
D-Lactic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
p-Synephrine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Astemizole	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Resorcinol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Loratadine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
17alpha-Ethinylestradiol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Milrinone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Hydrochlorothiazide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Nonoxynol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Hydroxyurea	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
L-Ascorbic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Furazolidone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Colchicine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Ethynodiol diacetate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Tiratricol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Oxolinic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Triamcinolone acetonide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Metformin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
17beta-Estradiol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Flavone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Chlorotrianisene	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Troglitazone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Fenoxaprop-ethyl	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Pyridoxine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
1-Chloro-2,4-dinitrobenzene	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Glycerol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Gemfibrozil	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Oxazepam	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Atenolol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Folic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Niclosamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Lactic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Ibuprofen	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Busulfan	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Acetohexamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Cyclosporin A	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Oxalic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Benzylamine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Betamethasone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Sulfacetamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Carboxin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	MIEdirect
Etoposide	1252	Binding to (interferes with) topoisomerase II enzyme	MolecularInitiatingEvent	MIEdirect
Etoposide	1253	MLL chromosomal translocation	KeyEvent	KEdirect
Etoposide	1254	Infant leukaemia	AdverseOutcome	AOdirect
Sertraline	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	MIEdirect
Ketoconazole	1386	CYP7B activity, inhibition	MolecularInitiatingEvent	MIEdirect
Ketoconazole	1387	7alpha-hydroxypregnenolone synthesis in the brain, decreased	KeyEvent	KEdirect
Disulfiram	1462	Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts	MolecularInitiatingEvent	MIEdirect
Adefovir dipivoxil	1481	Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)	MolecularInitiatingEvent	MIEdirect
Cidofovir	1481	Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)	MolecularInitiatingEvent	MIEdirect
Tenofovir	1481	Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)	MolecularInitiatingEvent	MIEdirect
Vancomycin	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	MIEdirect
Gentamicin	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	MIEdirect
Polymyxin B	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	MIEdirect
Tobramycin	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	MIEdirect
Acetaminophen	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Isoflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Chlorzoxazone	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Acetohexamide	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Methoxyflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Ethanol	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Sevoflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Isoniazid	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Enflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Halothane	1508	CYP2E1 Activation	MolecularInitiatingEvent	MIEdirect
Isoniazid	1509	Protein Adduct Formation	MolecularInitiatingEvent	MIEdirect
Nimodipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Verapamil	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Amlodipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Nifedipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Felodipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Nitrendipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Diltiazem	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Nisoldipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	MIEdirect
Suberoylanilide hydroxamic acid	1502	Histone deacetylase inhibition	MolecularInitiatingEvent	MIEdirect
Valproic acid	1502	Histone deacetylase inhibition	MolecularInitiatingEvent	MIEdirect
Decitabine	1785	Increase, Mitochondrial ATP synthase antagonism	MolecularInitiatingEvent	MIEdirect
5-Azacytidine	1785	Increase, Mitochondrial ATP synthase antagonism	MolecularInitiatingEvent	MIEdirect
Temozolomide	1785	Increase, Mitochondrial ATP synthase antagonism	MolecularInitiatingEvent	MIEdirect
Hydrogen peroxide	1634	Increase, Oxidative damage to DNA	MolecularInitiatingEvent	MIEdirect
Aminooxyacetic acid	1657	Inhibition of cystathionine beta-synthase	MolecularInitiatingEvent	MIEdirect
Finasteride	1617	5alpha-reductase, inhibition	MolecularInitiatingEvent	MIEdirect
Flutamide	26	Antagonism, Androgen receptor	MolecularInitiatingEvent	MIEdirect
Flutamide	1688	decrease, male anogenital distance	AdverseOutcome	AOdirect
Finasteride	1688	decrease, male anogenital distance	AdverseOutcome	AOdirect
Losartan	1740	ACE2 inhibition	MolecularInitiatingEvent	MIEdirect
Streptozocin	1740	ACE2 inhibition	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	9	Activation, 5HT2c	MolecularInitiatingEvent	MIEdirect
5-Azacytidine	1619	Increase, DNA methyltransferase inhibition	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Finasteride	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Mifepristone	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Spironolactone	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Ibuprofen	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Albendazole	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Bezafibrate	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	MIEdirect
Bezafibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	MIEdirect
Gemfibrozil	227	Activation, PPARalpha	MolecularInitiatingEvent	MIEdirect
Ciprofibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	MIEdirect
Fenofibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	MIEdirect
Clofibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	MIEdirect
Retinol	244	Alkylation, Protein	MolecularInitiatingEvent	MIEdirect
Propylthiouracil	280	Thyroxine (T4) in neuronal tissue, Decreased 	KeyEvent	KEdirect
Methimazole	280	Thyroxine (T4) in neuronal tissue, Decreased 	KeyEvent	KEdirect
Methimazole	402	Cognitive Function, Decreased 	AdverseOutcome	AOdirect
Propylthiouracil	402	Cognitive Function, Decreased 	AdverseOutcome	AOdirect
Methimazole	756	Hippocampal gene expression, Altered 	KeyEvent	KEdirect
Propylthiouracil	757	Hippocampal anatomy, Altered 	KeyEvent	KEdirect
Methimazole	757	Hippocampal anatomy, Altered 	KeyEvent	KEdirect
Methimazole	758	Hippocampal Physiology, Altered	KeyEvent	KEdirect
Propylthiouracil	758	Hippocampal Physiology, Altered	KeyEvent	KEdirect
Oxytetracycline	305	Inhibition, VegfR2	MolecularInitiatingEvent	MIEdirect
Chlorambucil	305	Inhibition, VegfR2	MolecularInitiatingEvent	MIEdirect
Vatalanib	305	Inhibition, VegfR2	MolecularInitiatingEvent	MIEdirect
Tromethamine	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Betamethasone	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Celecoxib	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Roxithromycin	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Benzophenone	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Hydroxyprogesterone caproate	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
1-Chloro-2,4-dinitrobenzene	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Primidone	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Troglitazone	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Lynestrenol	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Aspirin	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Phenol	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Ciprofibrate	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Milrinone	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Decanoic acid	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Diethylstilbestrol	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Genistein	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Bexarotene	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Pimozide	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Clotrimazole	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Testosterone propionate	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Tamoxifen	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Forskolin	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Trilostane	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Resorcinol	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	167	Activation, LXR	MolecularInitiatingEvent	MIEdirect
Fenofibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
N,N-Dimethylformamide	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Troglitazone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Aspirin	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
(9Z,12R)-12-Hydroxyoctadec-9-enoic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Zileuton	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Hydrochlorothiazide	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Ibuprofen	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Decanoic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Clofibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Flavone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Bezafibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Gemfibrozil	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Levothyroxine	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Zenarestat	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Oxytetracycline	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Betamethasone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Forskolin	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Tiratricol	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Budesonide	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Thimerosal	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Bexarotene	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Mifepristone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Eugenol	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Ciprofibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Allantoin	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	MIEdirect
Fluconazole	461	Suppression, HNF4alpha	MolecularInitiatingEvent	MIEdirect
Deflazacort	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Bezafibrate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Methylprednisolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
4-Dimethylaminoantipyrine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Triclosan	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Loratadine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Butanedioic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Decanoic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Levothyroxine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Phenylacetic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Nomifensine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Busulfan	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Bicalutamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Clotrimazole	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Chlorpropamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Emodin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Cyproterone acetate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Lynestrenol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Praziquantel	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Benzoin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Mifepristone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Simvastatin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Forskolin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Troglitazone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
4-Chlorophenol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Folic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Betamethasone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Spironolactone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Estrone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Aspirin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Potassium nitrate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Mizolastine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Carboxin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Levonorgestrel	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Melatonin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Hydrochlorothiazide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Tetracycline	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Celecoxib	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Triamcinolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Linolenic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Propofol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Chloramphenicol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Lansoprazole	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Pimozide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Medroxyprogesterone acetate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Chlorotrianisene	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Colchicine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Oxytetracycline	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Tromethamine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
5,6-Benzoflavone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Melengestrol acetate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Trilostane	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Propylthiouracil	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Flavone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
1-Phenyl-3-methyl-5-pyrazolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
dl-Norgestrel	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Budesonide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Ethionamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Flutamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Acetohexamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Haloperidol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Gemfibrozil	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Mestranol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Bexarotene	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Estradiol cypionate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Nonoxynol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Anastrozole	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Prednisone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Lactose	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Reserpine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Probenecid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Benzophenone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Progesterone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Carbamazepine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Eugenol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
17alpha-Ethinylestradiol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Farnesol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Triamcinolone acetonide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Lovastatin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Danazol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Diethylstilbestrol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Lindane	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
4-Hydroxytamoxifen	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Ketoconazole	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Hydroxyprogesterone caproate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Nisoldipine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Rifampicin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Malathion	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Tamoxifen	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Ifosfamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Metyrapone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Prednisolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
L-Ascorbic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Carbutamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
4-Oxopentanoic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Retinol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
meso-Hexestrol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Physostigmine	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Metoprolol	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Fulvestrant	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Niacinamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Griseofulvin	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Ciprofibrate	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Maleic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	MIEdirect
Colchicine	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
4-Chlorophenol	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Pimozide	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Carbamazepine	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Thimerosal	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Mifepristone	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
4-Androstene-3,17-dione	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Hydrochlorothiazide	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Nisoldipine	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
