Drug.Name	KE.ID	KE.name	KE.type	interaction
dl-Norgestrel	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Resveratrol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Estradiol cypionate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
D-Lactic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
p-Synephrine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Astemizole	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Resorcinol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Loratadine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
17alpha-Ethinylestradiol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Milrinone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
2-Ethylhexyl 4-(dimethylamino)benzoate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Hydrochlorothiazide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Nonoxynol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Hydroxyurea	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
L-Ascorbic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Furazolidone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Colchicine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Ethynodiol diacetate	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Tiratricol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Oxolinic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Triamcinolone acetonide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Metformin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
17beta-Estradiol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Flavone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Chlorotrianisene	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Troglitazone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Fenoxaprop-ethyl	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Pyridoxine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
1-Chloro-2,4-dinitrobenzene	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Glycerol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Gemfibrozil	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Oxazepam	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Atenolol	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Folic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Niclosamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Lactic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Ibuprofen	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Busulfan	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Acetohexamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Cyclosporin A	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Oxalic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Mefenamic acid	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Benzylamine	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Betamethasone	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Sulfacetamide	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Carboxin	1181	Activation, Estrogen receptor	MolecularInitiatingEvent	directMIE
Etoposide	1252	Binding to (interferes with) topoisomerase II enzyme	MolecularInitiatingEvent	directMIE
Etoposide	1253	MLL chromosomal translocation	KeyEvent	directKE
Etoposide	1254	Infant leukaemia	AdverseOutcome	directAO
Sertraline	619	Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)	MolecularInitiatingEvent	directMIE
Ketoconazole	1386	CYP7B activity, inhibition	MolecularInitiatingEvent	directMIE
Ketoconazole	1387	7alpha-hydroxypregnenolone synthesis in the brain, decreased	KeyEvent	directKE
Disulfiram	1462	Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts	MolecularInitiatingEvent	directMIE
Adefovir dipivoxil	1481	Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)	MolecularInitiatingEvent	directMIE
Cidofovir	1481	Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)	MolecularInitiatingEvent	directMIE
Tenofovir	1481	Inhibition of mitochondrial DNA polymerase gamma (Pol gamma)	MolecularInitiatingEvent	directMIE
Vancomycin	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	directMIE
Gentamicin	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	directMIE
Polymyxin B	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	directMIE
Tobramycin	1486	Binding of substrate, endocytic receptor	MolecularInitiatingEvent	directMIE
Acetaminophen	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Isoflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Chlorzoxazone	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Acetohexamide	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Methoxyflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Ethanol	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Sevoflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Isoniazid	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Enflurane	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Halothane	1508	CYP2E1 Activation	MolecularInitiatingEvent	directMIE
Isoniazid	1509	Protein Adduct Formation	MolecularInitiatingEvent	directMIE
Nimodipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Verapamil	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Amlodipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Nifedipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Felodipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Nitrendipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Diltiazem	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Nisoldipine	1529	Blockade, L-Type Calcium Channels 	MolecularInitiatingEvent	directMIE
Suberoylanilide hydroxamic acid	1502	Histone deacetylase inhibition	MolecularInitiatingEvent	directMIE
Valproic acid	1502	Histone deacetylase inhibition	MolecularInitiatingEvent	directMIE
Decitabine	1785	Increase, Mitochondrial ATP synthase antagonism	MolecularInitiatingEvent	directMIE
5-Azacytidine	1785	Increase, Mitochondrial ATP synthase antagonism	MolecularInitiatingEvent	directMIE
Temozolomide	1785	Increase, Mitochondrial ATP synthase antagonism	MolecularInitiatingEvent	directMIE
Hydrogen peroxide	1634	Increase, Oxidative damage to DNA	MolecularInitiatingEvent	directMIE
Aminooxyacetic acid	1657	Inhibition of cystathionine beta-synthase	MolecularInitiatingEvent	directMIE
Finasteride	1617	5alpha-reductase, inhibition	MolecularInitiatingEvent	directMIE
Flutamide	26	Antagonism, Androgen receptor	MolecularInitiatingEvent	directMIE
Flutamide	1688	decrease, male anogenital distance	AdverseOutcome	directAO
Finasteride	1688	decrease, male anogenital distance	AdverseOutcome	directAO
Losartan	1740	ACE2 inhibition	MolecularInitiatingEvent	directMIE
Streptozocin	1740	ACE2 inhibition	MolecularInitiatingEvent	directMIE
Clove leaf oil	9	Activation, 5HT2c	MolecularInitiatingEvent	directMIE
5-Azacytidine	1619	Increase, DNA methyltransferase inhibition	MolecularInitiatingEvent	directMIE
Mefenamic acid	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Finasteride	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Mifepristone	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Spironolactone	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Ibuprofen	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Albendazole	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Bezafibrate	232	Decreased, PPAR-beta activation	MolecularInitiatingEvent	directMIE
Bezafibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	directMIE
Gemfibrozil	227	Activation, PPARalpha	MolecularInitiatingEvent	directMIE
Ciprofibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	directMIE
Fenofibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	directMIE
Clofibrate	227	Activation, PPARalpha	MolecularInitiatingEvent	directMIE
Retinol	244	Alkylation, Protein	MolecularInitiatingEvent	directMIE
Propylthiouracil	280	Thyroxine (T4) in neuronal tissue, Decreased 	KeyEvent	directKE
Methimazole	280	Thyroxine (T4) in neuronal tissue, Decreased 	KeyEvent	directKE
Methimazole	402	Cognitive Function, Decreased 	AdverseOutcome	directAO
Propylthiouracil	402	Cognitive Function, Decreased 	AdverseOutcome	directAO
Methimazole	756	Hippocampal gene expression, Altered 	KeyEvent	directKE
Propylthiouracil	757	Hippocampal anatomy, Altered 	KeyEvent	directKE
Methimazole	757	Hippocampal anatomy, Altered 	KeyEvent	directKE
Methimazole	758	Hippocampal Physiology, Altered	KeyEvent	directKE
Propylthiouracil	758	Hippocampal Physiology, Altered	KeyEvent	directKE
Oxytetracycline	305	Inhibition, VegfR2	MolecularInitiatingEvent	directMIE
Chlorambucil	305	Inhibition, VegfR2	MolecularInitiatingEvent	directMIE
Vatalanib	305	Inhibition, VegfR2	MolecularInitiatingEvent	directMIE
Tromethamine	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Betamethasone	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Celecoxib	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Roxithromycin	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Benzophenone	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Hydroxyprogesterone caproate	167	Activation, LXR	MolecularInitiatingEvent	directMIE
1-Chloro-2,4-dinitrobenzene	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Primidone	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Troglitazone	167	Activation, LXR	MolecularInitiatingEvent	directMIE
2-Hydroxy-4-methoxybenzophenone	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Lynestrenol	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Aspirin	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Phenol	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Ciprofibrate	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Milrinone	167	Activation, LXR	MolecularInitiatingEvent	directMIE
2-Ethylhexyl 4-(dimethylamino)benzoate	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Decanoic acid	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Diethylstilbestrol	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Genistein	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Bexarotene	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Pimozide	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Clotrimazole	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Testosterone propionate	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Tamoxifen	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Forskolin	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Trilostane	167	Activation, LXR	MolecularInitiatingEvent	directMIE
all-trans-Retinoic acid	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Resorcinol	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Clove leaf oil	167	Activation, LXR	MolecularInitiatingEvent	directMIE
Fenofibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
N,N-Dimethylformamide	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Troglitazone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Aspirin	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Mefenamic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
(9Z,12R)-12-Hydroxyoctadec-9-enoic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Zileuton	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Hydrochlorothiazide	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Ibuprofen	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Decanoic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Clofibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Flavone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Bezafibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Gemfibrozil	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Levothyroxine	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Zenarestat	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Oxytetracycline	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
2-Hydroxy-4-methoxybenzophenone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Betamethasone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Forskolin	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Tiratricol	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
all-trans-Retinoic acid	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Budesonide	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Thimerosal	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Bexarotene	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
2-Ethylhexyl 4-(dimethylamino)benzoate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Clove leaf oil	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Mifepristone	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Eugenol	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Ciprofibrate	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Allantoin	468	Inhibition, PPAR alpha	MolecularInitiatingEvent	directMIE
Fluconazole	461	Suppression, HNF4alpha	MolecularInitiatingEvent	directMIE
Deflazacort	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Bezafibrate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Methylprednisolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
2-Ethylhexyl 4-(dimethylamino)benzoate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
4-Dimethylaminoantipyrine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Triclosan	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Loratadine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Butanedioic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Decanoic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Levothyroxine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Phenylacetic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Nomifensine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Busulfan	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Bicalutamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Clotrimazole	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Chlorpropamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
2-Hydroxy-4-methoxybenzophenone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Emodin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Cyproterone acetate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Lynestrenol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Praziquantel	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Benzoin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Mefenamic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Mifepristone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Simvastatin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Forskolin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Troglitazone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
4-Chlorophenol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Folic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Betamethasone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Spironolactone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Estrone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Aspirin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Potassium nitrate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Mizolastine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Carboxin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Levonorgestrel	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Melatonin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Hydrochlorothiazide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Tetracycline	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Celecoxib	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Triamcinolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Linolenic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Propofol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Chloramphenicol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Lansoprazole	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Pimozide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Medroxyprogesterone acetate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Chlorotrianisene	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Colchicine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Oxytetracycline	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Tromethamine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
5,6-Benzoflavone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Melengestrol acetate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Trilostane	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Propylthiouracil	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Flavone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
1-Phenyl-3-methyl-5-pyrazolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
dl-Norgestrel	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Budesonide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Ethionamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Flutamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Acetohexamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Haloperidol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Clove leaf oil	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Gemfibrozil	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Mestranol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Bexarotene	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Estradiol cypionate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Nonoxynol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Anastrozole	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Prednisone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Lactose	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Reserpine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Probenecid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Benzophenone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Progesterone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Carbamazepine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Eugenol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
17alpha-Ethinylestradiol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Farnesol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Triamcinolone acetonide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Lovastatin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Danazol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Diethylstilbestrol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Lindane	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
4-Hydroxytamoxifen	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Ketoconazole	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Hydroxyprogesterone caproate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Nisoldipine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Rifampicin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Malathion	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Tamoxifen	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Ifosfamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
all-trans-Retinoic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Metyrapone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Prednisolone	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
L-Ascorbic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Carbutamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
4-Oxopentanoic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Retinol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
meso-Hexestrol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Physostigmine	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Metoprolol	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Fulvestrant	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Niacinamide	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Griseofulvin	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Ciprofibrate	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Maleic acid	245	Activation, PXR/SXR	MolecularInitiatingEvent	directMIE
Colchicine	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
4-Chlorophenol	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Pimozide	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Carbamazepine	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Thimerosal	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Mifepristone	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
4-Androstene-3,17-dione	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Hydrochlorothiazide	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Nisoldipine	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Progesterone	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
1-Chloro-2,4-dinitrobenzene	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Clove leaf oil	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
meso-Hexestrol	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Oxytetracycline	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Cyproterone acetate	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
2-Hydroxy-4-methoxybenzophenone	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
2-Ethylhexyl 4-(dimethylamino)benzoate	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Aspirin	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Lynestrenol	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Forskolin	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Bexarotene	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Tolcapone	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Finasteride	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Adenine	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Clofibrate	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Diethylstilbestrol	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Valproic acid	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Hydroxyprogesterone caproate	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Deflazacort	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Fenofibrate	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Mefenamic acid	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Loratadine	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Triclosan	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
all-trans-Retinoic acid	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
Ketoconazole	479	Activation, NR1H4	MolecularInitiatingEvent	directMIE
3,5,3'-Triiodothyronine	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
Glycerol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
Testosterone propionate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
Danazol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
Clotrimazole	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
all-trans-Retinoic acid	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
Letrozole	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
Ampicillin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	directMIE
